x,y
-1548.903895925032,105900.14250729838
-1548.9328159049037,105900.12080150796
-1548.9520356860012,105900.11002616258
-1548.9807750518667,105900.09940591501
-1548.9999948330224,105900.08863056963
-1549.0287341988878,105900.07801032299
-1549.0574735673144,105900.06739007542
-1549.0768739605555,105900.04552918766
-1549.1056133266538,105900.03490893962
-1549.1248331081588,105900.02413359331
-1549.15357247676,105900.0135133476
-1549.1727922583232,105900.00273800176
-1549.2015316246543,105899.99211775465
-1549.2302709910437,105899.98149750894
-1549.2494907727232,105899.97072216216
-1549.2782301416737,105899.96010191739
-1549.2976305356133,105899.93824102869
-1549.3263699022355,105899.92762078298
-1549.345589684206,105899.91684543667
-1549.3743290508864,105899.9062251905
-1549.4030684201862,105899.89560494432
-1549.422288202215,105899.88482959988
-1549.4510275691282,105899.87420935323
-1549.4704279635334,105899.8523484664
-1549.4991673331242,105899.8417282193
-1549.5183871153276,105899.83095287578
-1549.54712648259,105899.82033262914
-1549.5758658497944,105899.80971238343
-1549.5950856321724,105899.79893703992
-1549.623825001996,105899.78831679234
-1549.6430447844323,105899.77754144743
-1549.6717841519276,105899.76692120265
-1549.6911845470313,105899.74506031582
-1549.719923914643,105899.73444007011
-1549.7486632848158,105899.7238198258
-1549.7678830675432,105899.71304447995
-1549.7966224353295,105899.70242423564
-1549.8158422205597,105899.69164889166
-1549.8445815884625,105899.68102864595
-1549.8638013714226,105899.67025330197
-1549.8925407393835,105899.65963305719
-1549.9214607203612,105899.63792726863
-1549.9406805058243,105899.62715192605
-1549.9694198741345,105899.61653167987
-1549.9886396571528,105899.60575633636
-1550.0173790255794,105899.59513609204
-1550.0365988088306,105899.5843607476
-1550.065518790274,105899.56265496043
-1550.0942581612617,105899.55203471612
-1550.1134779446293,105899.54125937307
-1550.1422173132887,105899.5306391283
-1550.1614370992174,105899.51986378385
-1550.1901764679933,105899.50924353953
-1550.2189158368274,105899.49862329615
-1550.238135620486,105899.48784795124
-1550.2668749894947,105899.47722770879
-1550.2862753887894,105899.45536682243
-1550.3150147579145,105899.44474657904
-1550.3342345417477,105899.43397123553
-1550.3629739109892,105899.42335099261
-1550.3917132826755,105899.41273074783
-1550.4109330642968,105899.40195540432
-1550.4398530494655,105899.38024961762
-1550.4685924188234,105899.36962937564
-1550.487812203064,105899.35885403119
-1550.5165515750414,105899.34823378827
-1550.535771359282,105899.33745844616
-1550.5645107289893,105899.32683820231
-1550.5837305133464,105899.31606285973
-1550.61246988317,105899.30544261681
-1550.6412092530518,105899.2948223739
-1550.6606096535688,105899.27296148753
-1550.689349023567,105899.26234124461
-1550.708568808157,105899.25156590156
-1550.7373081807164,105899.24094565958
-1550.7660475509474,105899.23032541666
-1550.7852673355956,105899.21955007361
-1550.8140067058848,105899.20892983256
-1550.8427460762905,105899.19830958918
-1550.8621464774478,105899.17644870421
-1550.89088584797,105899.1658284613
-1550.9101056329673,105899.15505311918
-1550.9388450036058,105899.14443287626
-1550.9677649905789,105899.12272709236
-1550.996504361392,105899.11210685037
-1551.0157241466222,105899.10133150779
-1551.0444635174936,105899.0907112658
-1551.0636833027238,105899.07993592462
-1551.0924226761563,105899.06931568217
-1551.1211620472604,105899.05869544018
-1551.140562446788,105899.03683455521
-1551.1693018180085,105899.02621431323
-1551.1980411916738,105899.01559407171
-1551.2172609773115,105899.00481873099
-1551.2460003487067,105898.99419848854
-1551.2747397201601,105898.98357824748
-1551.2941401201533,105898.96171736345
-1551.3228794941679,105898.95109712332
-1551.351618865854,105898.94047688087
-1551.3708386517246,105898.92970153969
-1551.399578023469,105898.91908129817
-1551.4283173977165,105898.90846105712
-1551.4572373840492,105898.88675527414
-1551.4764571702108,105898.87597993342
-1551.5051965422463,105898.86535969144
-1551.53393591434,105898.85473945132
-1551.5531557030044,105898.84396411013
-1551.5820756897447,105898.82225832762
-1551.6108150620712,105898.81163808657
-1551.6300348484656,105898.80086274538
-1551.6587742233532,105898.7902425048
-1551.6875135958544,105898.77962226467
-1551.7067333824234,105898.76884692302
-1551.7356533696875,105898.74714114144
-1551.7643927423633,105898.73652090039
-1551.7836125314934,105898.72574556014
-1551.8123519043438,105898.71512532001
-1551.8410912771942,105898.70450508036
-1551.8700112673687,105898.68279929878
-1551.8892310543451,105898.6720239576
-1551.9179704273702,105898.66140371701
-1551.9467098005116,105898.65078347875
-1551.9661102024838,105898.62892259471
-1551.9948495758,105898.61830235645
-1552.0235889515607,105898.60768211586
-1552.0523283248767,105898.59706187714
-1552.0715481122024,105898.58628653688
-1552.1004681031918,105898.56458075531
-1552.129207476799,105898.55396051658
-1552.1484272642992,105898.5431851754
-1552.1771666379645,105898.53256493574
-1552.205906014191,105898.52194469841
-1552.2348260032013,105898.5002389159
-1552.2540457908763,105898.48946357658
-1552.2827851648908,105898.47884333692
-1552.3115245389054,105898.46822309867
-1552.3307443292579,105898.45744775934
-1552.3596643187338,105898.43574197777
-1552.3884036928648,105898.42512174044
-1552.4171430672286,105898.41450150125
-1552.4363628576975,105898.40372616099
-1552.4651022321195,105898.3931059232
-1552.4940222221194,105898.37140014255
-1552.5227615966578,105898.36077990476
-1552.5419813849148,105898.35000456497
-1552.5707207595697,105898.33938432718
-1552.5996407523053,105898.317678547
-1552.6188605407951,105898.30690320721
-1552.6475999156246,105898.29628296942
-1552.6763392930152,105898.28566273209
-1552.7052592837135,105898.26395695237
-1552.724479072378,105898.25318161258
-1552.7532184474985,105898.24256137479
-1552.7819578251801,105898.23194113793
-1552.8106972004753,105898.22132090013
-1552.8300976050668,105898.19946001796
-1552.8588369805366,105898.18883978203
-1552.8875763560645,105898.17821954517
-1552.9163157315925,105898.16759930644
-1552.9357161389198,105898.14573842613
-1552.9644555146806,105898.1351181888
-1552.9931948904414,105898.12449795194
-1553.0221148846322,105898.10279217223
-1553.0508542605676,105898.09217193583
-1553.0700740498723,105898.08139659883
-1553.0988134259242,105898.07077636011
-1553.1277334204642,105898.0490705818
-1553.1564727966907,105898.0384503454
-1553.1756925862283,105898.02767500654
-1553.204431962513,105898.01705477154
-1553.233351955132,105897.99534899183
-1553.2620913339779,105897.98472875636
-1553.2813111237483,105897.97395341704
-1553.3100505002658,105897.9633331825
-1553.3389704932924,105897.94162740326
-1553.3677098724293,105897.93100716779
-1553.386929662316,105897.92023182893
-1553.4156690391828,105897.90961159347
-1553.4445890324423,105897.88790581608
-1553.4733284119284,105897.87728557969
-1553.492548202048,105897.86651024222
-1553.5214681956568,105897.84480446437
-1553.5502075728728,105897.83418422891
-1553.5789469500887,105897.82356399344
-1553.6078669464332,105897.80185821606
-1553.6270867369021,105897.79108287767
-1553.655826114351,105897.78046264313
-1553.6845654919161,105897.76984240767
-1553.7134854885517,105897.74813663028
-1553.7327052793116,105897.73736129282
-1553.7614446569933,105897.72674105875
-1553.7903646515915,105897.70503528044
-1553.8191040318925,105897.69441504637
-1553.847843409807,105897.68379481183
-1553.8670632007415,105897.67301947484
-1553.8959831957472,105897.65131369699
-1553.9247225738363,105897.64069346292
-1553.9534619544866,105897.63007322885
-1553.9728623626288,105897.608212349
-1554.0016017409507,105897.59759211587
-1554.0303411217174,105897.5869718804
-1554.059261117247,105897.56526610395
-1554.0880004958017,105897.55464586988
-1554.1167398744728,105897.54402563674
-1554.1361402855255,105897.5221647569
-1554.164879664313,105897.5115445233
-1554.1936190431006,105897.50092428969
-1554.2225390392123,105897.47921851417
-1554.24175883102,105897.46844317717
-1554.2704982099822,105897.4578229431
-1554.2994182087714,105897.43611716758
-1554.3281575880246,105897.42549693398
-1554.3473773799487,105897.41472159792
-1554.376116761705,105897.40410136525
-1554.4050367583986,105897.3823955888
-1554.4337761378847,105897.37177535659
-1554.462515517429,105897.36115512298
-1554.4819159295876,105897.339294245
-1554.5106553092482,105897.32867401093
-1554.539394688909,105897.31805377919
-1554.5683146863012,105897.29634800274
-1554.5970540685812,105897.28572777053
-1554.6259740662063,105897.26402199548
-1554.6451938587707,105897.25324665941
-1554.6739332388388,105897.2426264272
-1554.7028532366967,105897.22092065262
-1554.7315926169395,105897.21030042088
-1554.760331999627,105897.19968018774
-1554.779732410214,105897.17781930976
-1554.8084717906895,105897.16719907755
-1554.837391791516,105897.14549330343
-1554.8661311720498,105897.13487307169
-1554.8948705527,105897.12425283901
-1554.9142709638108,105897.10239196103
-1554.943010346964,105897.09177172976
-1554.971749727847,105897.08115149848
-1555.0006697268109,105897.05944572389
-1555.0294091078104,105897.04882549308
-1555.0486289012479,105897.03805015748
-1555.0775489004445,105897.01634438336
-1555.1062882840633,105897.00572415208
-1555.135208283551,105896.98401837889
-1555.1639476648998,105896.97339814715
-1555.1926870463649,105896.96277791634
-1555.2216070485301,105896.94107214315
-1555.2408268422587,105896.93029680895
-1555.269746842212,105896.90859103436
-1555.298486226413,105896.89797080308
-1555.327225608169,105896.88735057367
-1555.3561456084135,105896.86564480001
-1555.3753654025495,105896.85486946534
-1555.4042854054132,105896.83316369308
-1555.4330247874605,105896.82254346134
-1555.461764169624,105896.81192323193
-1555.4906841703341,105896.79021745827
-1555.519423555059,105896.7795972284
-1555.5388239680906,105896.75773635134
-1555.5675633505452,105896.747116121
-1555.596302733058,105896.73649589112
-1555.625222734292,105896.71479011886
-1555.653962119366,105896.70416988852
-1555.6733625328052,105896.6823090124
-1555.7116215036367,105896.67184388684
-1555.7308412984712,105896.66106855264
-1555.7597613026155,105896.63936277991
-1555.788500685594,105896.62874255283
-1555.8174206875265,105896.60703677917
-1555.8461600707378,105896.59641655115
-1555.8750800753478,105896.57471077843
-1555.8942998705315,105896.56393544422
-1555.9230392539175,105896.55331521481
-1555.9519592563156,105896.53160944395
-1555.980698642321,105896.52098921407
-1556.0096186449518,105896.4992834432
-1556.0288384404266,105896.48850810947
-1556.0577584432904,105896.46680233907
-1556.0864978270838,105896.45618210919
-1556.1152372134384,105896.44556188164
-1556.144157216535,105896.42385610938
-1556.163377012359,105896.41308077564
-1556.192297018075,105896.39137500525
-1556.2210364022758,105896.3807547763
-1556.249956405838,105896.35904900637
-1556.2786957901553,105896.34842877835
-1556.307615796337,105896.32672300795
-1556.336355180887,105896.31610277947
-1556.3650945654372,105896.30548255192
-1556.3844949810882,105896.28362167533
-1556.4132343681995,105896.27300144779
-1556.4421543724602,105896.25129567692
-1556.4708937573014,105896.2406754503
-1556.499813761795,105896.2189696799
-1556.5190335583175,105896.2081943471
-1556.5479535629274,105896.1864885767
-1556.5766929505626,105896.17586834822
-1556.6056129554054,105896.15416257875
-1556.6343523407122,105896.14354235213
-1556.6630917260773,105896.13292212505
-1556.6824921451043,105896.11106125033
-1556.7112315305858,105896.10044102371
-1556.7401515359525,105896.07873525331
-1556.7688909240533,105896.06811502716
-1556.7978109295946,105896.04640925629
-1556.8265503154835,105896.03578903154
-1556.8554703212576,105896.01408326114
-1556.8746901209815,105896.00330792973
-1556.9036101269303,105895.9816021598
-1556.9323495131102,105895.97098193411
-1556.9612695192918,105895.94927616417
-1556.9900089079747,105895.93865593895
-1557.018928914389,105895.91695016855
-1557.0381487120176,105895.90617483761
-1557.0670687186648,105895.88446906814
-1557.095808105194,105895.87384884292
-1557.1247281120159,105895.85214307485
-1557.1534675011644,105895.84152284823
-1557.1728679193184,105895.81966197444
-1557.2016073061968,105895.80904174922
-1557.2305273158709,105895.78733598022
-1557.2592667028657,105895.77671575453
-1557.2881867103279,105895.75500998646
-1557.3169260974973,105895.74438976031
-1557.3458461075206,105895.72268399363
-1557.3745854948647,105895.71206376702
-1557.4035055027343,105895.69035799941
-1557.422725301236,105895.679582668
-1557.4516453116667,105895.65787690133
-1557.4803846993018,105895.64725667564
-1557.5093047075206,105895.6255509085
-1557.5382247159723,105895.60384514043
-1557.5669641062268,105895.5932249166
-1557.5863645257195,105895.57136404281
-1557.615103913704,105895.56074381853
-1557.6440239225049,105895.53903804952
-1557.6727633106639,105895.52841782663
-1557.7016833220841,105895.50671205856
-1557.7304227104178,105895.49609183474
-1557.7498231304344,105895.47423096141
-1557.7785625188844,105895.46361073758
-1557.8074825307122,105895.44190496998
-1557.8364025402116,105895.42019920284
-1557.8651419289527,105895.40957897855
-1557.894061938685,105895.38787321327
-1557.9228013299871,105895.37725298805
-1557.9517213399522,105895.35554722231
-1557.9804607289843,105895.34492699895
-1558.0093807390658,105895.32322123321
-1558.0287811624585,105895.30136035942
-1558.0575205517234,105895.29074013606
-1558.0864405622124,105895.26903436938
-1558.1151799515937,105895.25841414696
-1558.1440999646438,105895.23670838121
-1558.172839354258,105895.22608815739
-1558.1922397756716,105895.204227285
-1558.2211597866844,105895.18252152018
-1558.2498991764733,105895.1719012959
-1558.2788191901054,105895.15019553062
-1558.3075585800689,105895.13957530772
-1558.3364785914891,105895.11786954291
-1558.3653986030258,105895.0961637767
-1558.3846184060676,105895.08538844809
-1558.413538417779,105895.06368268328
-1558.451797397749,105895.05321756704
-1558.4711978224805,105895.03135669464
-1558.500117834541,105895.0096509303
-1558.5288572251447,105894.9990307074
-1558.55777723738,105894.97732494399
-1558.586516630603,105894.9667047197
-1558.6154366431292,105894.94499895629
-1558.6443566556554,105894.92329319147
-1558.6730960466666,105894.91267296998
-1558.7020160618704,105894.89096720517
-1558.7214164851466,105894.8691063323
-1558.7501558762742,105894.85848611174
-1558.7790758894407,105894.83678034693
-1558.8078152832459,105894.82616012637
-1558.8367352966452,105894.80445436155
-1558.8656553101027,105894.78274859767
-1558.894394701696,105894.77212837664
-1558.9233147177729,105894.75042261323
-1558.9427151392447,105894.72856174177
-1558.9714545335155,105894.71794152074
-1559.0098941375036,105894.69639086397
-1559.0388141540461,105894.6746851001
-1559.0675535461633,105894.6640648786
-1559.0869539704872,105894.642204009
-1559.1158739849925,105894.62049824558
-1559.1446133772843,105894.60987802455
-1559.1735333919642,105894.5881722616
-1559.202453409147,105894.56646649819
-1559.2311928017298,105894.55584627762
-1559.260112816759,105894.53414051421
-1559.2890328319045,105894.51243475173
-1559.3177722271066,105894.50181453163
-1559.346692242485,105894.48010876775
-1559.3756122579216,105894.45840300526
-1559.3948320632335,105894.44762767851
-1559.423752078903,105894.4259219151
-1559.4526720946305,105894.40421615215
-1559.4814114879118,105894.39359593252
-1559.5103315063752,105894.3718901705
-1559.539251522452,105894.35018440848
-1559.5776911290013,105894.32863375451
-1559.5969109323341,105894.31785842637
-1559.625830951205,105894.29615266388
-1559.6547509677475,105894.2744469014
-1559.683490361611,105894.2638266841
-1559.7124103783863,105894.24212092115
-1559.7413303976646,105894.22041515913
-1559.7700697919354,105894.20979493996
-1559.7989898089436,105894.18808917888
-1559.8279098261846,105894.16638341639
-1559.8568298459286,105894.14467765437
-1559.8855692404322,105894.13405743707
-1559.9144892579643,105894.11235167505
-1559.9434092756128,105894.09064591397
-1559.96280970535,105894.06878504436
-1559.9915491000866,105894.05816482706
-1560.0204691180843,105894.03645906504
-1560.0493891361984,105894.01475330396
-1560.0781285336707,105894.00413308572
-1560.1070485520177,105893.98242732463
-1560.135968570481,105893.96072156494
-1560.1744081821525,105893.93917091144
-1560.2033282008488,105893.91746514989
-1560.232067596342,105893.90684493305
-1560.260987615271,105893.88513917197
-1560.289907636703,105893.86343341321
-1560.3093080651015,105893.8415725436
-1560.3380474608857,105893.8309523277
-1560.3669674802222,105893.80924656661
-1560.3958874996752,105893.78754080553
-1560.4248075217474,105893.7658350463
-1560.4537275414914,105893.74412928615
-1560.482466937683,105893.73350906838
-1560.5113869600464,105893.71180330915
-1560.5403069800814,105893.69009754993
-1560.5692270002328,105893.66839178978
-1560.5979663968901,105893.657771572
-1560.6268864196609,105893.63606581371
-1560.6558064401615,105893.61436005402
-1560.6847264607786,105893.5926542948
-1560.7136464815121,105893.57094853604
-1560.7519054720178,105893.56048342865
-1560.7808254929841,105893.5387776685
-1560.809745514067,105893.5170719088
-1560.8386655353243,105893.49536615005
-1560.8675855591428,105893.47366039129
-1560.8868053653277,105893.46288506733
-1560.9157253868761,105893.44117930811
-1560.944645408541,105893.41947354935
-1560.973565432767,105893.39776778966
-1561.0024854546646,105893.37606203184
-1561.0314054766786,105893.35435627401
-1561.0601448746165,105893.3437360581
-1561.0890648993081,105893.32203029981
-1561.1179849216132,105893.30032454105
-1561.146904944093,105893.2786187823
-1561.175824966689,105893.2569130254
-1561.2045643674792,105893.24629280949
-1561.2334843903081,105893.2245870526
-1561.2624044132535,105893.2028812943
-1561.300844027719,105893.18133064592
-1561.329764053342,105893.15962488763
-1561.3586840765784,105893.13791912934
-1561.3876041000476,105893.11621337244
-1561.4163434990915,105893.10559315793
-1561.4452635251218,105893.08388740057
-1561.4741835489403,105893.06218164368
-1561.5031035727588,105893.04047588492
-1561.532023596752,105893.01877012849
-1561.5609436233062,105892.9970643716
-1561.5898636475904,105892.9753586147
-1561.6186030472163,105892.96473840112
-1561.647523071617,105892.94303264469
-1561.676443098695,105892.92132688686
-1561.7053631233284,105892.8996211295
-1561.7342831481947,105892.87791537354
-1561.763203173119,105892.85620961571
-1561.7921232006047,105892.83450386068
-1561.821043225762,105892.81279810518
-1561.8497826260864,105892.80217789067
-1561.8882222433458,105892.78062724322
-1561.917142271297,105892.75892148772
-1561.9460622969782,105892.73721573176
-1561.9749823226593,105892.71550997673
-1562.0039023486315,105892.69380421983
-1562.0328223770484,105892.67209846433
-1562.0617424031952,105892.6503927079
-1562.0906624294585,105892.62868695147
-1562.1195824558963,105892.60698119737
-1562.1485024847789,105892.58527544094
-1562.1774225114495,105892.56356968498
-1562.2061619128217,105892.55294947373
-1562.235081939667,105892.5312437173
-1562.2735215610592,105892.50969307311
-1562.3024415881955,105892.48798731714
-1562.3313616154483,105892.46628156211
-1562.360281645204,105892.44457580801
-1562.3892016726313,105892.42287005158
-1562.4181217002915,105892.40116429795
-1562.4470417279517,105892.37945854291
-1562.4759617582313,105892.35775278788
-1562.514401378401,105892.33620214369
-1562.5433214064687,105892.31449638959
-1562.5722414371558,105892.29279063316
-1562.6011614654562,105892.27108488092
-1562.6300814938731,105892.24937912636
-1562.6588208966423,105892.23875891417
-1562.687740927795,105892.21705316054
-1562.716660956503,105892.19534740783
-1562.7455809854437,105892.1736416528
-1562.7745010145009,105892.1519358987
-1562.803421046061,105892.13023014506
-1562.8323410752928,105892.1085243905
-1562.8612611046992,105892.08681863733
-1562.890181134222,105892.06511288276
-1562.928620756371,105892.0435622409
-1562.9575407885714,105892.02185648726
-1562.9864608184434,105892.00015073316
-1563.015380848432,105891.97844497999
-1563.044300878595,105891.95673922729
-1563.0732209112612,105891.93503347365
-1563.1116605342831,105891.91348283133
-1563.1405805672985,105891.89177707909
-1563.169500597869,105891.87007132545
-1563.1984206286725,105891.84836557275
-1563.227340659534,105891.82665982051
-1563.2562606929569,105891.80495406734
-1563.2851807241095,105891.78324831463
-1563.3141007553204,105891.76154256193
-1563.3430207866477,105891.73983680969
-1563.3719408205943,105891.71813105745
-1563.4103804450715,105891.69658041652
-1563.4393004768062,105891.67487466382
-1563.4682205086574,105891.65316891205
-1563.4971405430697,105891.6314631598
-1563.52606057527,105891.60975740757
-1563.5549806074705,105891.58805165673
-1563.5839006397873,105891.56634590356
-1563.6128206747235,105891.54464015178
-1563.6417407072731,105891.52293440048
-1563.6801803330309,105891.50138376001
-1563.7091003658716,105891.47967800777
-1563.7380203988869,105891.45797225786
-1563.766940434347,105891.43626650563
-1563.795860467595,105891.41456075432
-1563.834300096496,105891.39301011525
-1563.8632201300352,105891.37130436348
-1563.8921401635744,105891.3495986131
-1563.9210601973464,105891.32789286226
-1563.949980233563,105891.30618711049
-1563.978900267568,105891.28448135965
-1564.007820301631,105891.26277560974
-1564.0367403358687,105891.24106985843
-1564.0656603726093,105891.21936410852
-1564.104100000346,105891.19781346992
-1564.1330200349912,105891.17610771861
-1564.1619400696945,105891.15440196777
-1564.190860106959,105891.13269621786
-1564.2197801418952,105891.11099046841
-1564.2487001769478,105891.0892847185
-1564.287320433068,105891.05664853752
-1564.3162404708564,105891.03494278714
-1564.3451605063165,105891.01323703723
-1564.3740805419511,105890.99153128732
-1564.403000577644,105890.96982553741
-1564.4414402095135,105890.9482749002
-1564.4703602455556,105890.92656915123
-1564.499280281656,105890.90486340225
-1564.5282003203174,105890.88315765187
-1564.5571203566506,105890.86145190196
-1564.5860403931001,105890.83974615345
-1564.6149604297243,105890.81804040447
-1564.6534000625834,105890.7964897668
-1564.6823200994404,105890.77478401829
-1564.7114207642735,105890.74199272646
-1564.740340803808,105890.72028697794
-1564.7692608410725,105890.69858122896
-1564.7981808784534,105890.67687547999
-1564.8271009159507,105890.65516973194
-1564.8655405474128,105890.6336190952
-1564.8944605876459,105890.61191334622
-1564.932900219399,105890.59036271041
-1564.961820259865,105890.5686569633
-1564.9907402980025,105890.54695121478
-1565.0198409644654,105890.51415992342
-1565.0487610027776,105890.49245417537
-1565.0776810437674,105890.47074842826
-1565.1066010824288,105890.44904267928
-1565.1355211212067,105890.4273369317
-1565.1739607541822,105890.40578629589
-1565.2028807956958,105890.38408054877
-1565.2318008347647,105890.36237480259
-1565.2607208740665,105890.34066905454
-1565.2896409134846,105890.31896330649
-1565.3187415838474,105890.28617201606
-1565.3571812178125,105890.26462138258
-1565.386101257638,105890.24291563546
-1565.415021297522,105890.22120988742
-1565.4439413376385,105890.19950414076
-1565.4728613801417,105890.17779839458
-1565.5113010148052,105890.15624775924
-1565.5404016863904,105890.12345646974
-1565.5693217269145,105890.10175072448
-1565.6077613621019,105890.08020009054
-1565.636681402917,105890.05849434389
-1565.6656014462933,105890.03678859677
-1565.6945214873413,105890.01508285012
-1565.723441528622,105889.9933771044
-1565.7525421988685,105889.96058581583
-1565.7909818348708,105889.93903518282
-1565.8199018788873,105889.91732943617
-1565.848821920692,105889.89562368998
-1565.8777419625549,105889.87391794473
-1565.9066620045342,105889.85221219901
-1565.9355820490746,105889.83050645329
-1565.9742023150902,105889.79787027836
-1566.0031223598635,105889.77616453264
-1566.0320424024248,105889.75445878599
-1566.0609624451026,105889.7327530412
-1566.0898824878386,105889.71104729595
-1566.1283221278572,105889.6894966648
-1566.1574228003155,105889.6567053753
-1566.1958624382387,105889.63515474414
-1566.2247824815568,105889.61344899982
-1566.2537025250494,105889.59174325457
-1566.2826225709869,105889.57003750978
-1566.3115426147124,105889.54833176546
-1566.340462658438,105889.52662601927
-1566.379082929343,105889.49398984574
-1566.4080029734178,105889.47228410235
-1566.436923017609,105889.45057835756
-1566.4658430643613,105889.4288726137
-1566.4947631087853,105889.40716686845
-1566.523683153384,105889.38546112552
-1566.5623034253367,105889.35282495199
-1566.5912234701682,105889.33111920813
-1566.6201435151743,105889.30941346427
-1566.6490635602968,105889.28770771995
-1566.6779836079804,105889.26600197516
-1566.7166038784198,105889.23336580256
-1566.7455239238916,105889.2116600601
-1566.7839635648415,105889.19010943035
-1566.812883613049,105889.16840368602
-1566.8418036589283,105889.1466979445
-1566.8709043349372,105889.11390665732
-1566.8998243811075,105889.09220091347
-1566.9382640252588,105889.07065028558
-1566.967184071662,105889.04894454218
-1566.9961041181814,105889.0272387988
-1567.0252047975664,105888.99444751255
-1567.054124844377,105888.97274177056
-1567.092564486782,105888.9511911422
-1567.1214845339418,105888.92948539881
-1567.1505852114642,105888.89669411303
-1567.1795052612433,105888.8749883715
-1567.2179449042887,105888.85343774362
-1567.246864954359,105888.83173200069
-1567.2757850020425,105888.8100262587
-1567.304885680438,105888.77723497292
-1567.333805728471,105888.75552923139
-1567.3722453747177,105888.73397860443
-1567.4106850187527,105888.712427977
-1567.4397856977303,105888.6796366917
-1567.4687057463452,105888.65793095017
-1567.4976257949602,105888.63622520864
-1567.5265458462527,105888.61451946665
-1567.5651661217562,105888.5818832973
-1567.5940861732815,105888.5601775567
-1567.6230062225368,105888.53847181518
-1567.6519262718502,105888.51676607272
-1567.6905465481104,105888.48412990384
-1567.7194666001596,105888.4624241637
-1567.7483866499388,105888.44071842125
-1567.777306699776,105888.41901268065
-1567.8159269768512,105888.3863765113
-1567.8448470269796,105888.36467077071
-1567.8737670797855,105888.34296503011
-1567.9026871300885,105888.32125928998
-1567.9317878117436,105888.288468007
-1567.9702274610172,105888.26691738097
-1567.999147511844,105888.24521164037
-1568.037587158964,105888.22366101574
-1568.0666878437041,105888.1908697323
-1568.0956078949966,105888.16916399216
-1568.1340475425823,105888.1476133666
-1568.1631482254597,105888.11482208408
-1568.1920682771015,105888.09311634488
-1568.2209883313044,105888.07141060475
-1568.259427979472,105888.04985998012
-1568.2885286654346,105888.01706869807
-1568.3174487176584,105887.9953629584
-1568.3463687698822,105887.97365721827
-1568.384989052778,105887.94102105219
-1568.4139091054094,105887.91931531299
-1568.442829158157,105887.89760957286
-1568.471749210963,105887.87590383319
-1568.5103694921709,105887.84326766757
-1568.5392895477125,105887.82156192884
-1568.568209600926,105887.79985618964
-1568.5973102861317,105887.76706490759
-1568.635749938665,105887.74551428529
-1568.6741895890445,105887.72396366205
-1568.70310964284,105887.70225792332
-1568.7322103311308,105887.6694666422
-1568.7611303852173,105887.64776090393
-1568.7995700361207,105887.62621028163
-1568.8286707224906,105887.59341900004
-1568.8575907769846,105887.57171326224
-1568.8865108339814,105887.55000752443
-1568.9251311176922,105887.51737135835
-1568.9540511725936,105887.49566562101
-1568.9829712300561,105887.47395988321
-1569.0118912851904,105887.4522541454
-1569.050511569716,105887.41961798165
-1569.0794316275278,105887.39791224338
-1569.1083516831277,105887.37620650465
-1569.1374523710692,105887.34341522492
-1569.1758920239517,105887.32186460402
-1569.2048120799009,105887.30015886668
-1569.2339127708692,105887.26736758603
-1569.2723524242174,105887.24581696512
-1569.3107920801267,105887.22426634515
-1569.3398927692324,105887.19147506543
-1569.36881282588,105887.16976932809
-1569.397732882644,105887.14806359168
-1569.436353169498,105887.11542742746
-1569.4652732289396,105887.09372169152
-1569.4941932861693,105887.07201595465
-1569.5328135759337,105887.03937979229
-1569.5617336334544,105887.01767405495
-1569.5906536910334,105886.99596831948
-1569.6197543815942,105886.96317704022
-1569.658194039308,105886.94162642118
-1569.6871140973526,105886.9199206843
-1569.7162147884956,105886.88712940505
-1569.754654444172,105886.86557878647
-1569.7835745026823,105886.84387305053
-1569.8126751966192,105886.81108177267
-1569.8415952553623,105886.78937603626
-1569.880034914182,105886.76782541815
-1569.9186552038882,105886.73518925719
-1569.9475752630387,105886.71348352032
-1569.9766759554623,105886.68069224292
-1570.015115612594,105886.65914162481
-1570.0440356745385,105886.63743588934
-1570.0731363674859,105886.60464461148
-1570.102056427335,105886.58293887554
-1570.1404960874934,105886.56138825929
-1570.1695967809646,105886.52859698143
-1570.198516841163,105886.50689124595
-1570.2369565018453,105886.48534062877
-1570.2660571957822,105886.45254935184
-1570.2949772564461,105886.43084361637
-1570.3238973172265,105886.40913788369
-1570.3625176096102,105886.37650172226
-1570.3914376731263,105886.35479598818
-1570.4205383679364,105886.32200471126
-1570.4589780297247,105886.30045409454
-1570.4878980912035,105886.2787483614
-1570.5169987864792,105886.24595708307
-1570.5554384487914,105886.22440646729
-1570.5845391444745,105886.19161519082
-1570.6229788047494,105886.17006457457
-1570.6518988668686,105886.14835884143
-1570.6809995630756,105886.1155675645
-1570.7194392261445,105886.09401694871
-1570.7483592887293,105886.07231121557
-1570.7774599854602,105886.03951993864
-1570.8158996490529,105886.01796932472
-1570.8448197120451,105885.99626359064
-1570.8739204092417,105885.96347231418
-1570.9028404749697,105885.94176658196
-1570.941460770904,105885.90913042426
-1570.9703808344202,105885.88742469065
-1570.9993008981692,105885.8657189589
-1571.0379211971303,105885.83308280027
-1571.0668412611121,105885.81137706805
-1571.0957613252103,105885.78967133677
-1571.1343816247536,105885.75703517813
-1571.1633016890846,105885.73532944638
-1571.2019219865906,105885.70269328915
-1571.230842051329,105885.68098755786
-1571.269281717192,105885.65943694348
-1571.2983824166586,105885.62664566794
-1571.327302481688,105885.60493993666
