x,y
-1520.110621998203,105921.67298220331
-1520.1203221448231,105921.66205173451
-1520.1395418555476,105921.65127633791
-1520.1589421490207,105921.6294153994
-1520.1686422958155,105921.61848493014
-1520.1878620089847,105921.6077095354
-1520.2070817197673,105921.59693414066
-1520.2264820135897,105921.5750732026
-1520.2361821604427,105921.56414273428
-1520.2554018714,105921.55336733768
-1520.2748021652806,105921.53150640056
-1520.2942024617223,105921.50964546157
-1520.313422172796,105921.4988700673
-1520.3231223198818,105921.48793959757
-1520.3425226140535,105921.46607866138
-1520.36174232536,105921.45530326525
-1520.380962039053,105921.44452787051
-1520.3908427668503,105921.4225118584
-1520.4100624806597,105921.41173646366
-1520.4292821920244,105921.40096106892
-1520.4486824865453,105921.37910013087
-1520.4583826339222,105921.36816966301
-1520.4776023455197,105921.35739426641
-1520.4970026426017,105921.33553333068
-1520.5162223542575,105921.32475793501
-1520.5354420659132,105921.31398254028
-1520.5453227965627,105921.2919665291
-1520.5645425083349,105921.28119113343
-1520.5837622201652,105921.27041573822
-1520.6031625153264,105921.2485548011
-1520.622382227215,105921.2377794073
-1520.641782524879,105921.21591847017
-1520.6610022369423,105921.2051430745
-1520.670882967941,105921.18312706426
-1520.6901026800624,105921.17235166859
-1520.709322392242,105921.16157627478
-1520.7287226901972,105921.13971533673
-1520.7479424024932,105921.12893994292
-1520.7578231336665,105921.10692393221
-1520.777042846079,105921.09614853794
-1520.7962625584332,105921.08537314367
-1520.815662854351,105921.06351220561
-1520.8348825668218,105921.05273681227
-1520.8542828653008,105921.03087587515
-1520.863983013318,105921.01994540682
-1520.8832027259632,105921.00917001115
-1520.9026030221721,105920.98730907589
-1520.9218227348756,105920.97653368069
-1520.9412230312591,105920.95467274543
-1520.9604427464074,105920.94389734976
-1520.9701428946573,105920.9329668819
-1520.9990627559018,105920.91126101837
-1521.01846305246,105920.88940008264
-1521.0376827655127,105920.8786246879
-1521.0473829163238,105920.8676942205
-1521.0667832107283,105920.84583328431
-1521.086002926284,105920.83505788958
-1521.1054032231914,105920.81319695339
-1521.124622936477,105920.80242155958
-1521.1438426497625,105920.79164616624
