packet,src_ip,src_port,dst_ip,dst_port,udp_payload_len,latitude_deg,longitude_deg,ads_id,gps_time_raw_ms,gps_time_s,gps_week,fs_message1,fs_message2,bat_state1,bat_state2,bat_state3,bat_state4,mpc_flags,posi_rms_m,lat_dev_m,dist_x_m,dist_y_m,x_rel_m,y_rel_m,x_rel_vut_m,y_rel_vut_m,ttc_s,heading_deg,speed_kmh,speed_e_kmh,speed_n_kmh,ax_mps2,ay_mps2,dyaw_dps,bvolt1_v,bvolt2_v,bvolt3_v,bvolt4_v,btemp1_c,btemp2_c,btemp3_c,btemp4_c,bcurr1_a,bcurr2_a,bcurr3_a,bcurr4_a,mtemp1_c,mtemp2_c,mtemp3_c,mtemp4_c,cpu_temp_c,steering_angle_deg,steering_pwm,mov_pwm1,mov_pwm2,mov_pwm3,mov_pwm4,brake_pwm,sr_sw1,sr_sw2,sr_sw3,sr_sw4,reserved,sender,version,message_id,counter,gnss_status,ins_status,soc1,soc2,soc3,soc4,operation_mode,test_state
828,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051190,274051.19,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,168,6,0,92,0,0,0,11,0
829,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051200,274051.2,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,169,6,0,92,0,0,0,11,0
830,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051200,274051.2,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,169,6,0,92,0,0,0,11,0
831,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051210,274051.21,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,170,6,0,92,0,0,0,11,0
832,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051220,274051.22,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,171,6,0,92,0,0,0,11,0
833,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051230,274051.23,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,172,6,0,92,0,0,0,11,0
834,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051230,274051.23,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,172,6,0,92,0,0,0,11,0
835,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051240,274051.24,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,173,6,0,92,0,0,0,11,0
836,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051250,274051.25,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,174,6,0,92,0,0,0,11,0
837,192.168.88.100,31000,192.168.88.3,31100,176,31.2916940950909,121.208700566863,1290924,274051250,274051.25,2421,83886080,65536,0,0,0,0,0,5.1179723739624,0,0,0,0,0,500000,0,0,0,0,0,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,174,6,0,92,0,0,0,11,0
838,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051260,274051.26,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,175,6,0,92,0,0,0,11,0
839,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051270,274051.27,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,176,6,0,92,0,0,0,11,0
840,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051270,274051.27,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,176,6,0,92,0,0,0,11,0
841,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051280,274051.28,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,177,6,0,92,0,0,0,11,0
842,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051290,274051.29,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,178,6,0,92,0,0,0,11,0
843,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051300,274051.3,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,179,6,0,92,0,0,0,11,0
844,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051300,274051.3,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,179,6,0,92,0,0,0,11,0
845,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051310,274051.31,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,180,6,0,92,0,0,0,11,0
846,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051320,274051.32,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,181,6,0,92,0,0,0,11,0
847,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051320,274051.32,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,181,6,0,92,0,0,0,11,0
848,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051330,274051.33,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,182,6,0,92,0,0,0,11,0
849,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051340,274051.34,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,183,6,0,92,0,0,0,11,0
850,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051340,274051.34,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,183,6,0,92,0,0,0,11,0
851,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051350,274051.35,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,184,6,0,92,0,0,0,11,0
852,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051360,274051.36,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,185,6,0,92,0,0,0,11,0
853,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051370,274051.37,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,186,6,0,92,0,0,0,11,0
854,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051370,274051.37,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,186,6,0,92,0,0,0,11,0
855,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051380,274051.38,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,187,6,0,92,0,0,0,11,0
856,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051390,274051.39,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,188,6,0,92,0,0,0,11,0
857,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051390,274051.39,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,188,6,0,92,0,0,0,11,0
858,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051400,274051.4,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,189,6,0,92,0,0,0,11,0
859,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051410,274051.41,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,190,6,0,92,0,0,0,11,0
860,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051410,274051.41,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,190,6,0,92,0,0,0,11,0
861,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051420,274051.42,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,191,6,0,92,0,0,0,11,0
862,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051430,274051.43,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,192,6,0,92,0,0,0,11,0
863,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051440,274051.44,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,193,6,0,92,0,0,0,11,0
864,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051440,274051.44,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,193,6,0,92,0,0,0,11,0
865,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941400731,121.2087005688,1290924,274051450,274051.45,2421,83886080,65536,0,0,0,0,0,5.11806631088257,0,0,0,0,0,500000,0,0,0,0,0.01,0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,194,6,0,92,0,0,0,11,0
866,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051460,274051.46,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,195,6,0,92,0,0,0,11,0
867,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051460,274051.46,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,195,6,0,92,0,0,0,11,0
868,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051470,274051.47,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-2,-2,-2,-2,0,0,0,0,0,0,11,240,1,196,6,0,92,0,0,0,11,0
869,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051480,274051.48,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,197,6,0,92,0,0,0,11,0
870,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051480,274051.48,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,197,6,0,92,0,0,0,11,0
871,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051490,274051.49,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,198,6,0,92,0,0,0,11,0
872,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051500,274051.5,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,199,6,0,92,0,0,0,11,0
873,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051510,274051.51,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,200,6,0,92,0,0,0,11,0
874,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051510,274051.51,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,200,6,0,92,0,0,0,11,0
875,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051520,274051.52,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,201,6,0,92,0,0,0,11,0
876,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051530,274051.53,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,202,6,0,92,0,0,0,11,0
877,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051530,274051.53,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,202,6,0,92,0,0,0,11,0
878,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051540,274051.54,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,203,6,0,92,0,0,0,11,0
879,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051550,274051.55,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,204,6,0,92,0,0,0,11,0
880,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051550,274051.55,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,204,6,0,92,0,0,0,11,0
881,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051560,274051.56,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,205,6,0,92,0,0,0,11,0
882,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051570,274051.57,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,206,6,0,92,0,0,0,11,0
883,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051580,274051.58,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,207,6,0,92,0,0,0,11,0
884,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051580,274051.58,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,207,6,0,92,0,0,0,11,0
886,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051590,274051.59,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,208,6,0,92,0,0,0,11,0
888,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051600,274051.6,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,209,6,0,92,0,0,0,11,0
889,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051600,274051.6,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,1,1,1,1,0,0,0,0,0,0,11,240,1,209,6,0,92,0,0,0,11,0
890,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051610,274051.61,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,210,6,0,92,0,0,0,11,0
891,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051620,274051.62,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,211,6,0,92,0,0,0,11,0
892,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051620,274051.62,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,211,6,0,92,0,0,0,11,0
893,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051630,274051.63,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,212,6,0,92,0,0,0,11,0
894,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051640,274051.64,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,11,240,1,213,6,0,92,0,0,0,11,0
895,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051650,274051.65,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,214,6,0,92,0,0,0,11,0
896,192.168.88.100,31000,192.168.88.3,31100,176,31.2916941095813,121.208700573204,1290924,274051650,274051.65,2421,83886080,65536,0,0,0,0,0,5.11816072463989,0,0,0,0,0,500000,0,0,0,0,0.02,-0.01,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,44,41,41,41,0,0,-1,-1,-1,-1,0,0,0,0,0,0,11,240,1,214,6,0,92,0,0,0,11,0
